id_entity;id_user_skill;id_curator;id_paper;Title;Body;Authors;Training material;LocationPath;ImagePath
1700;;0;;Animated overlay tutorial;;;;http://icy.bioimageanalysis.org/plugin/Animated overlay tutorial;
1737;;0;;Autocomplete;;;;http://icy.bioimageanalysis.org/plugin/Autocomplete;
1753;;0;;Auto Crop;;;;http://fiji.sc/Auto_Crop;
1756;;0;;3View import list;;;;http://fiji.sc/3View_import_list;
1757;;0;;Anaglyph for Red Cyan glasses;;;;http://fiji.sc/Anaglyph_for_Red_Cyan_glasses;
1759;;0;;3D Rotation;;;;http://icy.bioimageanalysis.org/plugin/3D_Rotation;
1763;;0;;BEEPS;;;;http://bigwww.epfl.ch/thevenaz/beeps;
1765;;0;;3D Surface Plot;;;;http://rsb.info.nih.gov/ij/plugins/surface-plot-3d.html;
1767;;0;;Arrow;;;;http://fiji.sc/Arrow;
1789;;0;;Analyze;;;;http://www.analyzedirect.com/;
1920;;0;;Active Cells;;;;http://icy.bioimageanalysis.org/plugin/Active_Cells;
2055;;0;;Anisotropic Filter;;;;http://icy.bioimageanalysis.org/plugin/Anisotropic_Filter;
2065;;0;;3D ROI stacks;;;;http://icy.bioimageanalysis.org/plugin/3D_ROI_stacks;
2082;;0;;Adaptive histogram equalization;;;;http://icy.bioimageanalysis.org/plugin/Adaptive_histogram_equalization;
2127;;0;;Align;;;;http://www.cellprofiler.org/CPmanual/Align.html;
1459;;0;;Chess;;;;http://fiji.sc/Chess;
1467;;0;;Colour Deconvolution;;;;http://fiji.sc/Colour_Deconvolution;
1479;;0;;Chronometer;;;;http://icy.bioimageanalysis.org/plugin/Chronometer;
1499;;0;;Blend two images;;;;http://fiji.sc/Blend_two_images;
1501;;0;;Chart tutorial 2;;;;http://icy.bioimageanalysis.org/plugin/Chart tutorial 2;
1526;;0;;Chart tutorial 1;;;;http://icy.bioimageanalysis.org/plugin/Chart tutorial 1;
1574;;0;;Best Threshold;;;;http://icy.bioimageanalysis.org/plugin/Best_Threshold;
1575;;0;;Color Inspector 3D;;;;http://fiji.sc/Color_Inspector_3D;
1581;;0;;Celsius to fahrenheit;;;;http://fiji.sc/Celsius_to_fahrenheit;
1584;;0;;Compaction Profiler;;;;http://icy.bioimageanalysis.org/plugin/Compaction_profiler;
1595;;0;;Cicardian Gene Expression;;;;http://bigwww.epfl.ch/sage/soft/circadian;
1624;;0;;Clojure;;;;http://icy.bioimageanalysis.org/plugin/Clojure;
1643;;0;;Bilateral Filter;;;;http://tech.knime.org/community/image-processing;
1644;;0;;Connected components XLS export Block;;;;http://icy.bioimageanalysis.org/plugin/Connected_components_XLS_export_Block;
1648;;0;;Colocalizer;;;;http://icy.bioimageanalysis.org/plugin/Colocalizer;
1651;;0;;Binary Image Operations;;;;http://tech.knime.org/community/image-processing;
1684;;0;;Chart1DCanvas;;;;http://icy.bioimageanalysis.org/plugin/Chart1DCanvas;
1710;;0;;Colour Mode Conversion;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1727;;0;;Complex toolbox;;;;http://icy.bioimageanalysis.org/plugin/Complex_toolbox;
1735;;0;;ClassifyObjects;;;;http://www.cellprofiler.org/CPmanual/ClassifyObjects.html;
1762;;0;;Colocalization Scatter Plot;;;;http://icy.bioimageanalysis.org/plugin/Colocalization_Scatter_Plot;
1811;;0;;Bounding Box 3D;;;;http://icy.bioimageanalysis.org/plugin/Bounding_Box_3D;
1844;;0;;ColorToGray;;;;http://www.cellprofiler.org/CPmanual/ColorToGray.html;
1849;;0;;Context Menu;;;;http://icy.bioimageanalysis.org/plugin/Context_Menu;
1854;;0;;Blob Detector;;;;http://icy.bioimageanalysis.org/plugin/Blob_Detector;
1873;;0;;Connected Component Analysis;;;;http://tech.knime.org/community/image-processing;
1918;;0;;CLAHE;;;;http://tech.knime.org/community/image-processing;
1936;;0;;Colour merge;;;;http://fiji.sc/Colour_merge;
1955;;0;;CalculateMath;;;;http://www.cellprofiler.org/CPmanual/CalculateMath.html;
1964;;0;;CalculateStatistics;;;;http://www.cellprofiler.org/CPmanual/CalculateStatistics.html;
1987;;0;;Connected Components;;;;http://icy.bioimageanalysis.org/plugin/Connected_Components;
1992;;0;;CalculateImageOverlap;;;;http://www.cellprofiler.org/CPmanual/CalculateImageOverlap.html;
1993;;0;;Colocalization Test;;;;http://fiji.sc/Colocalization_Test;
1995;;0;;Continuous-Time ARMA Identification;;;;http://bigwww.epfl.ch/kirshner/software/arma/gaussian-maximum-likelihood/;
2006;;0;;Connected Component Painter;;;;http://icy.bioimageanalysis.org/plugin/Connected_Component_Painter;
2043;;0;;CMYK exporter;;;;http://icy.bioimageanalysis.org/plugin/CMYK_exporter;
2051;;0;;Colocalization Threshold;;;;http://fiji.sc/Colocalization_Threshold;
2054;;0;;Color Picker Threshold;;;;http://icy.bioimageanalysis.org/plugin/Color_Picker_Threshold;
2056;;0;;Channel Montage;;;;http://icy.bioimageanalysis.org/plugin/Channel_Montage;
1444;;0;;EnhanceOrSuppressFeatures;;;;http://www.cellprofiler.org/CPmanual/EnhanceOrSuppressFeatures.html;
1454;;0;;Contour Plot;;;;http://icy.bioimageanalysis.org/plugin/Contour_Plot;
1496;;0;;DefineGrid;;;;http://www.cellprofiler.org/CPmanual/DefineGrid.html;
1538;;0;;Event tutorial 1;;;;http://icy.bioimageanalysis.org/plugin/Event tutorial 1;
1540;;0;;EditObjectsManually;;;;http://www.cellprofiler.org/CPmanual/EditObjectsManually.html;
1541;;0;;Event tutorial 2;;;;http://icy.bioimageanalysis.org/plugin/Event tutorial 2;
1542;;0;;Edge Detection;;;;http://icy.bioimageanalysis.org/plugin/Edge_Detection;
1551;;0;;DisplayDataOnImage;;;;http://www.cellprofiler.org/CPmanual/DisplayDataOnImage.html;
1559;;0;;Count Chromosomes;;;;http://tech.knime.org/community/image-processing;
1566;;0;;Elevation Map;;;;http://icy.bioimageanalysis.org/plugin/Elevation_Map;
1576;;0;;E-Snake;;;;http://bigwww.epfl.ch/algorithms/esnake/;
1578;;0;;Debleach;;;;http://icy.bioimageanalysis.org/plugin/Debleach;
1582;;0;;Dynamic Reslice;;;;http://fiji.sc/Dynamic_Reslice;
1583;;0;;Distortion Correction;;;;http://fiji.sc/Distortion_Correction;
1585;;0;;Diffraction PSF 3D;;;;http://fiji.sc/Diffraction_PSF_3D;
1592;;0;;Dynamic ROI Profiler;;;;http://fiji.sc/Dynamic_ROI_Profiler;
1603;;0;;Diffusion Filters Tool;;;;http://icy.bioimageanalysis.org/plugin/Diffusion_Filters_Tool;
1620;;0;;Dimension Swapper;;;;http://tech.knime.org/community/image-processing;
1637;;0;;E-splines;;;;http://bigwww.epfl.ch/demo/Esplines/;
1655;;0;;Delaunay Voronoi;;;;http://fiji.sc/Delaunay_Voronoi;
1675;;0;;Elastic Alignment and Montage;;;;http://fiji.sc/Elastic_Alignment_and_Montage;
1697;;0;;DisplayDensityPlot;;;;http://www.cellprofiler.org/CPmanual/DisplayDensityPlot.html;
1722;;0;;CreateBatchFiles;;;;http://www.cellprofiler.org/CPmanual/CreateBatchFiles.html;
1740;;0;;Convolver;;;;http://tech.knime.org/community/image-processing;
1748;;0;;ConvertObjectsToImage;;;;http://www.cellprofiler.org/CPmanual/ConvertObjectsToImage.html;
1751;;0;;DIPimage;;;;http://www.diplib.org/;
1760;;0;;Dithering;;;;http://fiji.sc/Dithering;
1839;;0;;DisplayHistogram;;;;http://www.cellprofiler.org/CPmanual/DisplayHistogram.html;
1865;;0;;Distance Map;;;;http://tech.knime.org/community/image-processing;
1884;;0;;Convex Hull;;;;http://tech.knime.org/community/image-processing;
1914;;0;;Distance Map Transform;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1929;;0;;Crop 5D;;;;http://icy.bioimageanalysis.org/plugin/Crop_5D;
1949;;0;;Delayed Snapshot;;;;http://fiji.sc/Delayed_Snapshot;
1960;;0;;Cover Maker;;;;http://fiji.sc/Cover_Maker;
1967;;0;;CreaTools;;;;http://www.creatis.insa-lyon.fr/site/en/CreaTools_home;
1990;;0;;CorrectIlluminationCalculate;;;;http://www.cellprofiler.org/CPmanual/CorrectIlluminationCalculate.html;
1991;;0;;Copy Pixel Size;;;;http://fiji.sc/Copy_Pixel_Size;
2002;;0;;Crop;;;;http://www.cellprofiler.org/CPmanual/Crop.html;
2020;;0;;CorrectIlluminationApply;;;;http://www.cellprofiler.org/CPmanual/CorrectIlluminationApply.html;
2021;;0;;DisplayPlatemap;;;;http://www.cellprofiler.org/CPmanual/DisplayPlatemap.html;
2024;;0;;DisplayScatterPlot;;;;http://www.cellprofiler.org/CPmanual/DisplayScatterPlot.html;
2034;;0;;Contour Curvature;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
2050;;0;;DeconvolutionLab;;;;http://bigwww.epfl.ch/algorithms/deconvolution/;
2070;;0;;Drop Shape Analysis;;;;http://bigwww.epfl.ch/demo/dropanalysis/;
2095;;0;;EnhanceEdges;;;;http://www.cellprofiler.org/CPmanual/EnhanceEdges.html;
1461;;0;;FFmpeg;;;;www.ffmpeg.org;
1490;;0;;GUI tutorial 2;;;;http://icy.bioimageanalysis.org/plugin/GUI tutorial 2;
1533;;0;;GUI tutorial 1;;;;http://icy.bioimageanalysis.org/plugin/GUI tutorial 1;
1539;;0;;FilterObjects;;;;http://www.cellprofiler.org/CPmanual/FilterObjects.html;
1549;;0;;Fill Holes;;;;http://tech.knime.org/community/image-processing;
1635;;0;;Fractional spline wavelet transform;;;;http://bigwww.epfl.ch/demo/fractsplines/;
1636;;0;;Fill Holes;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1661;;0;;Extended Depth of Field;;;;http://fiji.sc/Extended_Depth_of_Field;
1673;;0;;Flying Camera;;;;http://icy.bioimageanalysis.org/plugin/Flying Camera;
1677;;0;;Extended Depth of Focus;;;;http://bigwww.epfl.ch/demo/edf/;
1704;;0;;ExpandOrShrinkObjects;;;;http://www.cellprofiler.org/CPmanual/ExpandOrShrinkObjects.html;
1711;;0;;FijiArchipelago;;;;http://fiji.sc/FijiArchipelago;
1719;;0;;FlipAndRotate;;;;http://www.cellprofiler.org/CPmanual/FlipAndRotate.html;
1738;;0;;File Import;;;;http://fiji.sc/File_Import;
1741;;0;;Fast Fourier Transform;;;;http://icy.bioimageanalysis.org/plugin/Fast_Fourier_Transform;
1766;;0;;EzPlug Tutorial;;;;http://icy.bioimageanalysis.org/plugin/EzPlug Tutorial;
1768;;0;;Fractional Splines and Fractals;;;;http://bigwww.epfl.ch/demo/fractsplines-fractals/;
1770;;0;;Fractional Splines Wavelets;;;;http://bigwww.epfl.ch/demo/fractsplines/;
1781;;0;;Generalized Riesz-Wavelet Toolbox for Matlab;;;;http://bigwww.epfl.ch/demo/steerable-wavelets/;
1808;;0;;Generalized Daubechies wavelets;;;;http://bigwww.epfl.ch/algorithms/generalized-daubechies/;
1828;;0;;FlowJ;;;;http://fiji.sc/FlowJ;
1830;;0;;FlickrImageRetrieve;;;;http://icy.bioimageanalysis.org/plugin/FlickrImageRetrieve;
1840;;0;;Fiji Logo 3D;;;;http://fiji.sc/Fiji_Logo_3D;
1855;;0;;Find Dimension of Raw Image;;;;http://fiji.sc/Find_Dimension_of_Raw_Image;
1861;;0;;Gaussian Convolution;;;;http://tech.knime.org/community/image-processing;
1871;;0;;File Extension;;;;http://icy.bioimageanalysis.org/plugin/File_extension;
1879;;0;;FlagImage;;;;http://www.cellprofiler.org/CPmanual/FlagImage.html;
1887;;0;;Generate a bug;;;;http://icy.bioimageanalysis.org/plugin/Generate a bug;
1907;;0;;Fill Regions;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1939;;0;;Feature Calculation;;;;http://tech.knime.org/community/image-processing;
1940;;0;;Extract Images From PDF;;;;http://fiji.sc/Extract_Images_From_PDF...;
1941;;0;;ExportToDatabase;;;;http://www.cellprofiler.org/CPmanual/ExportToDatabase.html;
1950;;0;;Feature Detector;;;;http://icy.bioimageanalysis.org/plugin/Feature_Detector;
1973;;0;;Feature Extraction;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1998;;0;;Fill holes in ROI;;;;http://icy.bioimageanalysis.org/plugin/Fill holes in ROI;
2011;;0;;Fill Holes (2D);;;;http://icy.bioimageanalysis.org/plugin/Fill Holes (2D);
2015;;0;;Gaussian noise estimator;;;;http://icy.bioimageanalysis.org/plugin/Gaussian noise estimator;
2019;;0;;EzPlug SDK;;;;http://icy.bioimageanalysis.org/plugin/EzPlug_SDK;
2041;;0;;Fast Multilevel Thresholded-Landweber Deconvolution Algorithm;;;;http://bigwww.epfl.ch/algorithms/mltldeconvolution/;
2045;;0;;ExportToSpreadsheet;;;;http://www.cellprofiler.org/CPmanual/ExportToSpreadsheet.html;
2048;;0;;Filter Toolbox;;;;http://icy.bioimageanalysis.org/plugin/Filter Toolbox;
2075;;0;;Gimp;;;;www.gimp.org;
1442;;0;;Image Stitching;;;;http://fiji.sc/Image_Stitching;
1452;;0;;Graph Cut;;;;http://fiji.sc/Graph_Cut;
1478;;0;;Image process tutorial 1;;;;http://icy.bioimageanalysis.org/plugin/Image process tutorial 1;
1505;;0;;Grayscale Reconstruction;;;;http://tech.knime.org/community/image-processing;
1508;;0;;ImageJ Macro;;;;http://tech.knime.org/community/image-processing;
1528;;0;;Global Thresholder;;;;http://tech.knime.org/community/image-processing;
1532;;0;;IdentifyObjectsManually;;;;http://www.cellprofiler.org/CPmanual/IdentifyObjectsManually.html;
1555;;0;;IdentifyTertiaryObjects;;;;http://www.cellprofiler.org/CPmanual/IdentifyTertiaryObjects.html;
1565;;0;;Image Cropper;;;;http://tech.knime.org/community/image-processing;
1568;;0;;Icy diagnose;;;;http://icy.bioimageanalysis.org/plugin/Icy diagnose;
1602;;0;;ImageJ2;;;;http://developer.imagej.net/;
1691;;0;;IdentifyDeadWorms;;;;http://www.cellprofiler.org/CPmanual/IdentifyDeadWorms.html;
1698;;0;;H2 database;;;;http://icy.bioimageanalysis.org/plugin/H2 database;
1714;;0;;IdentifyObjectsInGrid;;;;http://www.cellprofiler.org/CPmanual/IdentifyObjectsInGrid.html;
1720;;0;;Image build tutorial 1;;;;http://icy.bioimageanalysis.org/plugin/Image build tutorial 1;
1778;;0;;Hex-splines;;;;http://bigwww.epfl.ch/demo/hexsplines/;
1788;;0;;Image Differentials;;;;http://bigwww.epfl.ch/thevenaz/differentials/;
1799;;0;;ImageMath;;;;http://www.cellprofiler.org/CPmanual/ImageMath.html;
1817;;0;;IdentifyPrimaryObjects;;;;http://www.cellprofiler.org/CPmanual/IdentifyPrimaryObjects.html;
1829;;0;;Image Converter;;;;http://tech.knime.org/community/image-processing;
1833;;0;;Histogram;;;;http://icy.bioimageanalysis.org/plugin/Histogram;
1853;;0;;ISBI Tracking Challenge Batch Scoring;;;;http://icy.bioimageanalysis.org/plugin/ISBI Tracking Challenge Batch Scoring;
1856;;0;;GraphCut 2D;;;;http://tech.knime.org/community/image-processing;
1862;;0;;Image Writer;;;;http://tech.knime.org/community/image-processing;
1902;;0;;Image Normalizer;;;;http://tech.knime.org/community/image-processing;
1906;;0;;Hello world tutorial;;;;http://icy.bioimageanalysis.org/plugin/Hello world tutorial;
1908;;0;;ImageJ2 Plugin KNIME;;;;http://tech.knime.org/community/image-processing;
1912;;0;;Image Reader;;;;http://tech.knime.org/community/image-processing;
1934;;0;;Image Expression Parser;;;;http://fiji.sc/Image_Expression_Parser;
1947;;0;;Grid;;;;http://fiji.sc/Grid;
1951;;0;;Histogram Equalization;;;;http://icy.bioimageanalysis.org/plugin/Histogram Equalization;
1977;;0;;GrayToColor;;;;http://www.cellprofiler.org/CPmanual/GrayToColor.html;
2014;;0;;ImageBrowser;;;;http://icy.bioimageanalysis.org/plugin/ImageBrowser;
2027;;0;;IdentifySecondaryObjects;;;;http://www.cellprofiler.org/CPmanual/IdentifySecondaryObjects.html;
2029;;0;;High-Content Screening;;;;http://tech.knime.org/community/image-processing;
2046;;0;;ISBI Challenge Tracks Importer;;;;http://icy.bioimageanalysis.org/plugin/ISBI Challenge Tracks Importer;
2066;;0;;Image Calculator;;;;http://tech.knime.org/community/image-processing;
2069;;0;;Granulometric Filtering;;;;http://fiji.sc/Granulometric_Filtering;
2079;;0;;Helmholtz Analysis;;;;http://fiji.sc/Helmholtz_Analysis;
1439;;0;;ImarisIsoSurface;;;;http://www.bitplane.com/imaris/imaris;
1445;;0;;JavaDoc Parser;;;;http://icy.bioimageanalysis.org/plugin/JavaDoc Parser;
1448;;0;;ImarisCell;;;;http://www.bitplane.com/imaris/imariscell;
1470;;0;;ImarisVolumeRendering;;;;http://www.bitplane.com/imaris/imaris;
1486;;0;;Jython Extras for Icy;;;;http://icy.bioimageanalysis.org/plugin/Jython Extras for Icy;
1494;;0;;Internet Connectivity Monitor;;;;http://icy.bioimageanalysis.org/plugin/Internet Connectivity Monitor;
1504;;0;;Integral Image Filters;;;;http://fiji.sc/Integral_Image_Filters;
1511;;0;;Jython for Icy;;;;http://icy.bioimageanalysis.org/plugin/Jython for Icy;
1517;;0;;IsoData Classifier;;;;http://fiji.sc/IsoData_Classifier;
1562;;0;;Larva-Tracking;;;;http://tech.knime.org/community/image-processing;
1616;;0;;Inverter;;;;http://tech.knime.org/community/image-processing;
1629;;0;;Invert;;;;http://icy.bioimageanalysis.org/plugin/Invert;
1649;;0;;ImarisAnnotate;;;;http://www.bitplane.com/imaris/imaris;
1653;;0;;ImarisSpots;;;;http://www.bitplane.com/imaris/imaris;
1658;;0;;ImgLib2;;;;http://fiji.sc/wiki/index.php/ImgLib2;
1685;;0;;Jython execnet for Icy;;;;http://icy.bioimageanalysis.org/plugin/Jython execnet for Icy;
1687;;0;;Interactive Image Viewer;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1709;;0;;Inkscape;;;;inkscape.org;
1716;;0;;Kymographer;;;;http://icy.bioimageanalysis.org/plugin/Kymographer;
1718;;0;;Label Connected Objects;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1742;;0;;InvertForPrinting;;;;http://www.cellprofiler.org/CPmanual/InvertForPrinting.html;
1755;;0;;ImarisTrack;;;;http://www.bitplane.com/imaris/imaristrack;
1783;;0;;Intramodal registration software;;;;http://bigwww.epfl.ch/thevenaz/registration/;
1798;;0;;LabelImages;;;;http://www.cellprofiler.org/CPmanual/LabelImages.html;
1805;;0;;InputExternal;;;;http://www.cellprofiler.org/CPmanual/InputExternal.html;
1813;;0;;Interactive Stack Rotation;;;;http://fiji.sc/Interactive_Stack_Rotation;
1819;;0;;Level Sets;;;;http://fiji.sc/Level_Sets;
1825;;0;;ImarisBatch;;;;http://www.bitplane.com/imaris/imarisbatch;
1827;;0;;Landmark Correspondences;;;;http://fiji.sc/Landmark_Correspondences;
1845;;0;;Kalman Stack Filter;;;;http://fiji.sc/Kalman_Stack_Filter;
1846;;0;;ImarisVantage;;;;http://www.bitplane.com/imaris/imarisvantage;
1869;;0;;Interactive Annotator;;;;http://tech.knime.org/community/image-processing;
1890;;0;;Intensity Profile;;;;http://icy.bioimageanalysis.org/plugin/Intensity Profile;
1932;;0;;Intensity Projection;;;;http://icy.bioimageanalysis.org/plugin/Intensity Projection;
1952;;0;;Import ROI from ImageJ;;;;http://icy.bioimageanalysis.org/plugin/Import ROI from ImageJ;
1969;;0;;KMeans Color Quantization;;;;http://icy.bioimageanalysis.org/plugin/KMeans Color Quantization;
1971;;0;;Interactive Rigid;;;;http://fiji.sc/Interactive_Rigid;
1988;;0;;ImarisColoc;;;;http://www.bitplane.com/imaris/imariscoloc;
2044;;0;;ImarisAnimation;;;;http://www.bitplane.com/imaris/imaris;
2060;;0;;ImarisFilamentTracer;;;;http://www.bitplane.com/imaris/filamenttracer;
2067;;0;;Interactive Moving Least Squares;;;;http://fiji.sc/Interactive_Moving_Least_Squares;
2077;;0;;Iterative Deconvolve 3D;;;;http://fiji.sc/Iterative_Deconvolve_3D;
2078;;0;;Interactive Similarity;;;;http://fiji.sc/Interactive_Similarity;
2083;;0;;LSM Toolbox;;;;http://fiji.sc/LSM_Toolbox;
2089;;0;;Interactive Affine;;;;http://fiji.sc/Interactive_Affine;
2092;;0;;Interactive Perspective;;;;http://fiji.sc/Interactive_Perspective;
2093;;0;;ImarisXT;;;;http://www.bitplane.com/imaris/imarisxt;
1463;;0;;LoadData;;;;http://www.cellprofiler.org/CPmanual/LoadData.html;
1473;;0;;List all threads;;;;http://fiji.sc/List_all_threads;
1476;;0;;Manual TNT Annotation;;;;http://icy.bioimageanalysis.org/plugin/Manual TNT Annotation;
1497;;0;;MeasureNeurons;;;;http://www.cellprofiler.org/CPmanual/MeasureNeurons.html;
1498;;0;;Matlab IO;;;;http://icy.bioimageanalysis.org/plugin/Matlab IO;
1506;;0;;MeasureImageIntensity;;;;http://www.cellprofiler.org/CPmanual/MeasureImageIntensity.html;
1510;;0;;MaskObjects;;;;http://www.cellprofiler.org/CPmanual/MaskObjects.html;
1519;;0;;MeasureObjectIntensity;;;;http://www.cellprofiler.org/CPmanual/MeasureObjectIntensity.html;
1529;;0;;Make Fiji Package;;;;http://fiji.sc/Make_Fiji_Package;
1534;;0;;LoadSingleImage;;;;http://www.cellprofiler.org/CPmanual/LoadSingleImage.html;
1535;;0;;Matlab function caller;;;;http://icy.bioimageanalysis.org/plugin/Matlab function caller;
1537;;0;;MaskImage;;;;http://www.cellprofiler.org/CPmanual/MaskImage.html;
1545;;0;;Local Normalization;;;;http://bigwww.epfl.ch/sage/soft/localnormalization/;
1547;;0;;Ligand-Receptor ratio quantifier;;;;http://icy.bioimageanalysis.org/plugin/Ligand-Receptor ratio quantifier;
1548;;0;;MeasureImageAreaOccupied;;;;http://www.cellprofiler.org/CPmanual/MeasureImageAreaOccupied.html;
1552;;0;;Matlab blocks;;;;http://icy.bioimageanalysis.org/plugin/Matlab blocks;
1553;;0;;MeasureImageQuality;;;;http://www.cellprofiler.org/CPmanual/MeasureImageQuality.html;
1589;;0;;Linear Kuwahara;;;;http://fiji.sc/Linear_Kuwahara;
1625;;0;;Mark Objects;;;;http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf;
1639;;0;;LoG Spot Detection (TrackMate);;;;http://tech.knime.org/community/image-processing;
1683;;0;;MaskEditor;;;;http://icy.bioimageanalysis.org/plugin/MaskEditor;
1706;;0;;MeasureObjectNeighbors;;;;http://www.cellprofiler.org/CPmanual/MeasureObjectNeighbors.html;
1721;;0;;Maximum Finder;;;;http://tech.knime.org/community/image-processing;
1730;;0;;Math operations;;;;http://icy.bioimageanalysis.org/plugin/Math operations;
1736;;0;;Log 2D canvas;;;;http://icy.bioimageanalysis.org/plugin/Log 2D canvas;
