id_paper ; id_type ; Title ; Journal ; Volume ; Number ; Pages ; Year ; ISSN ; doi ; Abstract ; Date ; URL ; ISBN ; Issue ; Month
 491 ; 3435 ; 12 
 492 ; 3456 ; 0 
 493 ; 3456 ; 1 
 494 ; 3456 ; 2 
 495 ; 3456 ; 3 
 496 ; 3456 ; 4 
 497 ; 3475 ; 0 
 498 ; 3475 ; 1 
id_author ; Complete_name ; Affiliation
 1 ; Cordelières,\ Fabrice\ P ;
 2 ; Bolte,\ Susanne ;
 3 ; Schneider,\ Caroline\ A ;
 4 ; Rasband,\ Wayne\ S ;
 5 ; Eliceiri,\ Kevin\ W ;
 6 ; Sun,\ Yu ;
 7 ; Duthaler,\ Stefan ;
 8 ; Nelson,\ Bradley\ J ;
 9 ; Helmuth,\ Jo\ A ;
 10 ; Paul,\ Grégory ;
 11 ; Sbalzarini,\ Ivo\ F ;
 12 ; Mayer,\ Christian ;
 13 ; Dimopoulos,\ Sotiris ;
 14 ; Rudolf,\ Fabian ;
 15 ; Stelling,\ Jörg ;
 16 ; Cromey,\ Douglas\ W ;
 17 ; Wen-Hsiang\ Tsai ;
 18 ; Ponti,\ Aaron ;
 19 ; Schwarb,\ Patrick ;
 20 ; Gulati,\ Asheesh ;
 21 ; Bäcker,\ Volker ;
 22 ; Ruifrok,\ A\ C ;
 23 ; Johnston,\ D\ A ;
 24 ; Tuominen,\ Vilppu\ J ;
 25 ; Ruotoistenmäki,\ Sanna ;
 26 ; Viitanen,\ Arttu ;
 27 ; Jumppanen,\ Mervi ;
 28 ; Isola,\ Jorma ;
 29 ; Berthold,\ Michael\ R ;
 30 ; Goldberg,\ Ilya\ G ;
 31 ; Ibáñez,\ Luis ;
 32 ; Manjunath,\ B\ S ;
 33 ; Martone,\ Maryann\ E ;
 34 ; Murphy,\ Robert\ F ;
 35 ; Peng,\ Hanchuan ;
 36 ; Plant,\ Anne\ L ;
 37 ; Roysam,\ Badrinath ;
 38 ; Stuurman,\ Nico ;
 39 ; Stuurmann,\ Nico ;
 40 ; Swedlow,\ Jason\ R ;
 41 ; Tomancak,\ Pavel ;
 42 ; Carpenter,\ Anne\ E ;
 43 ; Broders-Bondon,\ Florence ;
 44 ; Paul-Gilloteaux,\ Perrine ;
 45 ; Carlier,\ Camille ;
 46 ; Radice,\ Glenn\ L ;
 47 ; Dufour,\ Sylvie ;
 48 ; Eils,\ Roland ;
 49 ; Athale,\ Chaitanya ;
 50 ; Picht,\ Eckard ;
 51 ; Zima,\ Aleksey\ V ;
 52 ; Blatter,\ Lothar\ A ;
 53 ; Bers,\ Donald\ M ;
 54 ; Cheng,\ H ;
 55 ; Song,\ L\ S ;
 56 ; Shirokova,\ N ;
 57 ; González,\ A ;
 58 ; Lakatta,\ E\ G ;
 59 ; Ríos,\ E ;
 60 ; Stern,\ M\ D ;
 61 ; Rode,\ Nicolas\ O ;
 62 ; Lievens,\ Eva\ J\ P ;
 63 ; Flaven,\ Elodie ;
 64 ; Segard,\ Adeline ;
 65 ; Jabbour-Zahab,\ Roula ;
 66 ; Sanchez,\ Marta\ I ;
 67 ; Lenormand,\ Thomas ;
 68 ; Macherel,\ David ;
 69 ; Abdelilah\ BENAMAR ;
 70 ; Pierart,\ Antoine ;
 71 ; Baecker,\ Volker ;
 72 ; Avelange-Macherel,\ Marie-Hélène ;
 73 ; Rolland,\ Aurélia ;
 74 ; Gaudichon,\ Sabine ;
 75 ; Di\ Gioia,\ Lodovico ;
 76 ; Mutterer,\ J ;
 77 ; Zinck,\ E ;
 78 ; Tolonen,\ Teemu\ T ;
 79 ; Jaqaman,\ Khuloud ;
 80 ; Loerke,\ Dinah ;
 81 ; Mettlen,\ Marcel ;
 82 ; Kuwata,\ Hirotaka ;
 83 ; Grinstein,\ Sergio ;
 84 ; Schmid,\ Sandra\ L ;
 85 ; Danuser,\ Gaudenz ;
 86 ; Petit,\ Valérie ;
 87 ; Kumasaka,\ Mayuko ;
 88 ; Debeir,\ Olivier ;
 89 ; Letort,\ Véronique ;
 90 ; Gallagher,\ Stuart\ J ;
 91 ; Larue,\ Lionel ;
 92 ; Macenko,\ M. ;
 93 ; Niethammer,\ M. ;
 94 ; Marron,\ J.S. ;
 95 ; Borland,\ D. ;
 96 ; Woosley,\ J.T. ;
 97 ; Xiaojun\ Guan ;
 98 ; Schmitt,\ C. ;
 99 ; Thomas,\ N.E. ;
 100 ; Parton,\ Richard\ M ;
 101 ; Hamilton,\ Russell\ S ;
 102 ; Ball,\ Graeme ;
 103 ; Yang,\ Lei ;
 104 ; Cullen,\ C\ Fiona ;
 105 ; Lu,\ Weiping ;
 106 ; Ohkura,\ Hiroyuki ;
 107 ; Davis,\ Ilan ;
 108 ; Cédric\ Balsat ;
 109 ; Silvia\ Blacher ;
 110 ; Nicolas\ Signolle ;
 111 ; Aude\ Béliard ;
 112 ; Carine\ Munaut ;
 113 ; Frédéric\ Goffin ;
 114 ; Agnès\ Noël ;
 115 ; Jean-Michel\ Foidart ;
 116 ; Frédéric\ Kridelka ;
 117 ; Pengo,\ Thomas ;
 118 ; Holden,\ Seamus\ J ;
 119 ; Manley,\ Suliana ;
 120 ; Hummel,\ Irène ;
 121 ; Pantin,\ Florent ;
 122 ; Sulpice,\ Ronan ;
 123 ; Piques,\ Maria ;
 124 ; Rolland,\ Gaëlle ;
 125 ; Dauzat,\ Myriam ;
 126 ; Christophe,\ Angélique ;
 127 ; Pervent,\ Marjorie ;
 128 ; Bouteillé,\ Marie ;
 129 ; Stitt,\ Mark ;
 130 ; Gibon,\ Yves ;
 131 ; Muller,\ Bertrand ;
 132 ; Zanella,\ R ;
 133 ; Zanghirati,\ G ;
 134 ; Cavicchioli,\ R ;
 135 ; Zanni,\ L ;
 136 ; Boccacci,\ P ;
 137 ; Bertero,\ M ;
 138 ; Vicidomini,\ G ;
 139 ; Rizk,\ Aurélien ;
 140 ; Incardona,\ Pietro ;
 141 ; Bugarski,\ Milica ;
 142 ; Mansouri,\ Maysam ;
 143 ; Niemann,\ Axel ;
 144 ; Ziegler,\ Urs ;
 145 ; Berger,\ Philipp ;
 146 ; Fernández,\ José\ A ;
 147 ; Bankhead,\ Peter ;
 148 ; Zhou,\ Huiyu ;
 149 ; McGeown,\ J\ Graham ;
 150 ; Curtis,\ Tim\ M ;
 151 ; Mueller,\ Florian ;
 152 ; Senecal,\ Adrien ;
 153 ; Tantale,\ Katjana ;
 154 ; Marie-Nelly,\ Hervé ;
 155 ; Ly,\ Nathalie ;
 156 ; Collin,\ Olivier ;
 157 ; Basyuk,\ Eugenia ;
 158 ; Bertrand,\ Edouard ;
 159 ; Darzacq,\ Xavier ;
 160 ; Zimmer,\ Christophe ;
 161 ; Wolter,\ Steve ;
 162 ; Löschberger,\ Anna ;
 163 ; Holm,\ Thorge ;
 164 ; Aufmkolk,\ Sarah ;
 165 ; Dabauvalle,\ Marie-Christine ;
 166 ; van\ de\ Linde,\ Sebastian ;
 167 ; Sauer,\ Markus ;
 168 ; Feige,\ Jérôme\ N ;
 169 ; Sage,\ Daniel ;
 170 ; Wahli,\ Walter ;
 171 ; Desvergne,\ Béatrice ;
 172 ; Gelman,\ Laurent ;
 173 ; Ollion,\ Jean ;
 174 ; Cochennec,\ Julien ;
 175 ; Loll,\ François ;
 176 ; Escudé,\ Christophe ;
 177 ; Boudier,\ Thomas ;
 178 ; Pérez-Escudero,\ Alfonso ;
 179 ; Vicente-Page,\ Julián ;
 180 ; Hinz,\ Robert\ C ;
 181 ; Arganda,\ Sara ;
 182 ; de\ Polavieja,\ Gonzalo\ G ;
 183 ; Ghotra,\ Veerander\ P\ S ;
 184 ; He,\ Shuning ;
 185 ; de\ Bont,\ Hans ;
 186 ; van\ der\ Ent,\ Wietske ;
 187 ; Spaink,\ Herman\ P ;
 188 ; van\ de\ Water,\ Bob ;
 189 ; Snaar-Jagalska,\ B\ Ewa ;
 190 ; Danen,\ Erik\ H\ J ;
 191 ; Chenouard,\ Nicolas ;
 192 ; Smal,\ Ihor ;
 193 ; de\ Chaumont,\ Fabrice ;
 194 ; Maška,\ Martin ;
 195 ; Gong,\ Yuanhao ;
 196 ; Cardinale,\ Janick ;
 197 ; Carthel,\ Craig ;
 198 ; Coraluppi,\ Stefano ;
 199 ; Winter,\ Mark ;
 200 ; Cohen,\ Andrew\ R ;
 201 ; Godinez,\ William\ J ;
 202 ; Rohr,\ Karl ;
 203 ; Kalaidzidis,\ Yannis ;
 204 ; Liang,\ Liang ;
 205 ; Duncan,\ James ;
 206 ; Shen,\ Hongying ;
 207 ; Xu,\ Yingke ;
 208 ; Magnusson,\ Klas\ E\ G ;
 209 ; Jaldén,\ Joakim ;
 210 ; Blau,\ Helen\ M ;
 211 ; Roudot,\ Philippe ;
 212 ; Kervrann,\ Charles ;
 213 ; Waharte,\ François ;
 214 ; Tinevez,\ Jean-Yves ;
 215 ; Shorte,\ Spencer\ L ;
 216 ; Willemse,\ Joost ;
 217 ; Celler,\ Katherine ;
 218 ; van\ Wezel,\ Gilles\ P ;
 219 ; Dan,\ Han-Wei ;
 220 ; Tsai,\ Yuh-Show ;
 221 ; Ortiz\ de\ Solórzano,\ Carlos ;
 222 ; Olivo-Marin,\ Jean-Christophe ;
 223 ; Meijering,\ Erik ;
 224 ; Small,\ Alex ;
 225 ; Stahlheber,\ Shane ;
 226 ; Sergey\ Laptenok ;
 227 ; Katharine\ M.\ Mullen ;
 228 ; Jan\ Willem\ Borst ;
 229 ; Ivo\ H.\ M.\ van\ Stokkum ;
 230 ; Vladimir\ V.\ Apanasovich ;
 231 ; Antonie\ J.\ W.\ G.\ Visser ;
 232 ; Gell,\ Christopher ;
 233 ; Bormuth,\ Volker ;
 234 ; Brouhard,\ Gary\ J ;
 235 ; Cohen,\ Daniel\ N ;
 236 ; Diez,\ Stefan ;
 237 ; Friel,\ Claire\ T ;
 238 ; Helenius,\ Jonne ;
 239 ; Nitzsche,\ Bert ;
 240 ; Petzold,\ Heike ;
 241 ; Ribbe,\ Jan ;
 242 ; Schäffer,\ Erik ;
 243 ; Stear,\ Jeffrey\ H ;
 244 ; Trushko,\ Anastasiya ;
 245 ; Varga,\ Vladimir ;
 246 ; Widlund,\ Per\ O ;
 247 ; Zanic,\ Marija ;
 248 ; Howard,\ Jonathon ;
 249 ; Lowe,\ DavidG. ;
 250 ; Brown,\ Matthew ;
 251 ; Szeliski,\ Richard ;
 252 ; Winder,\ Simon ;
 253 ; Aluoch,\ J\ R ;
 254 ; Kilinç,\ Y ;
 255 ; Aksoy,\ M ;
 256 ; Yüregir,\ G\ T ;
 257 ; Bakioglu,\ I ;
 258 ; Kutlar,\ A ;
 259 ; Kutlar,\ F ;
 260 ; Huisman,\ T\ H ;
 261 ; Srinivasa,\ Gowri ;
 262 ; Fickus,\ Matthew\ C ;
 263 ; Guo,\ Yusong ;
 264 ; Linstedt,\ Adam\ D ;
 265 ; Kovacevi?,\ Jelena ;
 266 ; Basset,\ Antoine ;
 267 ; Boulanger,\ Jérôme ;
 268 ; Bouthemy,\ Patrick ;
 269 ; Salamero,\ Jean ;
 270 ; Horzum,\ Utku ;
 271 ; Ozdil,\ Berrin ;
 272 ; Pesen-Okvur,\ Devrim ;
 273 ; Monteiro,\ Pedro ;
 274 ; Rossé,\ Carine ;
 275 ; Castro-Castro,\ Antonio ;
 276 ; Irondelle,\ Marie ;
 277 ; Lagoutte,\ Emilie ;
 278 ; Desnos,\ Claire ;
 279 ; Formstecher,\ Etienne ;
 280 ; Darchen,\ François ;
 281 ; Perrais,\ David ;
 282 ; Gautreau,\ Alexis ;
 283 ; Hertzog,\ Maud ;
 284 ; Chavrier,\ Philippe ;
 285 ; Kolin,\ David\ L ;
 286 ; Wiseman,\ Paul\ W ;
 287 ; Sliusarenko,\ Oleksii ;
 288 ; Heinritz,\ Jennifer ;
 289 ; Emonet,\ Thierry ;
 290 ; Jacobs-Wagner,\ Christine ;
 291 ; Tyson,R.A. ;
 292 ; Epstein,D.B.A. ;
 293 ; Anderson,K.I. ;
 294 ; Bretschneider,T. ;
 295 ; Herbert,\ Alex\ D ;
 296 ; Carr,\ Antony\ M ;
 297 ; Hoffmann,\ Eva ;
 298 ; Chenouard,\ N. ;
 299 ; Buisson,\ J. ;
 300 ; Bloch,\ I. ;
 301 ; Bastin,\ P. ;
 302 ; Olivo-Marin,\ J.-C. ;
 303 ; Schmid,\ Benjamin ;
 304 ; Schindelin,\ Johannes ;
 305 ; Cardona,\ Albert ;
 306 ; Longair,\ Mark ;
 307 ; Heisenberg,\ Martin ;
 308 ; Sato,\ Y ;
 309 ; Nakajima,\ S ;
 310 ; Shiraga,\ N ;
 311 ; Atsumi,\ H ;
 312 ; Yoshida,\ S ;
 313 ; Koller,\ T ;
 314 ; Gerig,\ G ;
 315 ; Kikinis,\ R ;
 316 ; Würflinger,\ T ;
 317 ; Gamper,\ I ;
 318 ; Aach,\ T ;
 319 ; Sechi,\ A\ S ;
 320 ; Balsat,\ C ;
 321 ; Blacher,\ S ;
 322 ; Signolle,\ N ;
 323 ; Beliard,\ A ;
 324 ; Munaut,\ C ;
 325 ; Goffin,\ F ;
 326 ; Noel,\ A ;
 327 ; Foidart,\ J\ M ;
 328 ; Kridelka,\ F ;
 329 ; Buades,\ Antoni ;
 330 ; Coll,\ Bartomeu ;
 331 ; Morel,\ Jean-Michel ;
 332 ; Qi,\ Jiyan ;
 333 ; Wang,\ Ying ;
 334 ; Yu,\ Ting ;
 335 ; Cunha,\ Alexandre ;
 336 ; Wu,\ Binbin ;
 337 ; Vernoux,\ Teva ;
 338 ; Meyerowitz,\ Elliot ;
 339 ; Jiao,\ Yuling ;
 340 ; Steger,\ C. ;
 341 ; Gyori,\ Benjamin\ M ;
 342 ; Venkatachalam,\ Gireedhar ;
 343 ; Thiagarajan,\ P\ S ;
 344 ; Hsu,\ David ;
 345 ; Clement,\ Marie-Veronique ;
 346 ; Munjal,\ Akankshi ;
 347 ; Philippe,\ Jean-Marc ;
 348 ; Munro,\ Edwin ;
 349 ; Lecuit,\ Thomas ;
 350 ; Sacan,\ A. ;
 351 ; Ferhatosmanoglu,\ H. ;
 352 ; Coskun,\ H. ;
 353 ; Feillet,\ C. ;
 354 ; Krusche,\ P. ;
 355 ; Tamanini,\ F. ;
 356 ; Janssens,\ R.\ C. ;
 357 ; Downey,\ M.\ J. ;
 358 ; Martin,\ P. ;
 359 ; Teboul,\ M. ;
 360 ; Saito,\ S. ;
 361 ; Levi,\ F.\ A. ;
 362 ; Bretschneider,\ T. ;
 363 ; van\ der\ Horst,\ G.\ T.\ J. ;
 364 ; Delaunay,\ F. ;
 365 ; Rand,\ D.\ A. ;
 366 ; Downey,\ Mike\ J. ;
 367 ; Jeziorska,\ Danuta\ M. ;
 368 ; Ott,\ Sascha ;
 369 ; Tamai,\ T.\ Katherine ;
 370 ; Koentges,\ Georgy ;
 371 ; Vance,\ Keith\ W. ;
 372 ; Bretschneider,\ Till ;
 373 ; Cimini,\ Daniela ;
 374 ; Boudaoud,\ Arezki ;
 375 ; Burian,\ Agata ;
 376 ; Borowska-Wykr?t,\ Dorota ;
 377 ; Uyttewaal,\ Magalie ;
 378 ; Wrzalik,\ Roman ;
 379 ; Kwiatkowska,\ Dorota ;
 380 ; Hamant,\ Olivier ;
 381 ; Andrey,\ Philippe ;
 382 ; Kiêu,\ Kiên ;
 383 ; Kress,\ Clémence ;
 384 ; Lehmann,\ Gaëtan ;
 385 ; Tirichine,\ Leïla ;
 386 ; Liu,\ Zichuan ;
 387 ; Biot,\ Eric ;
 388 ; Adenot,\ Pierre-Gaël ;
 389 ; Hue-Beauvais,\ Cathy ;
 390 ; Houba-Hérin,\ Nicole ;
 391 ; Duranthon,\ Véronique ;
 392 ; Devinoy,\ Eve ;
 393 ; Beaujean,\ Nathalie ;
 394 ; Gaudin,\ Valérie ;
 395 ; Maurin,\ Yves ;
 396 ; Debey,\ Pascale ;
 397 ; Arganda-Carreras,\ Ignacio ;
 398 ; Fernández-González,\ Rodrigo ;
 399 ; Muñoz-Barrutia,\ Arrate ;
 400 ; Ortiz-De-Solorzano,\ Carlos ;
 401 ; Nieuwenhuizen,\ Robert\ P\ J ;
 402 ; Lidke,\ Keith\ A ;
 403 ; Bates,\ Mark ;
 404 ; Puig,\ Daniela\ Leyton ;
 405 ; Grünwald,\ David ;
 406 ; Stallinga,\ Sjoerd ;
 407 ; Rieger,\ Bernd ;
 408 ; van\ Heel,\ Marin ;
 409 ; Schatz,\ Michael ;
 410 ; Legland,\ David ;
 411 ; Linqing\ Feng ;
 412 ; Ting\ Zhao ;
 413 ; Jinhyun\ Kim ;
 414 ; Florian\ Levet ;
 415 ; Eric\ Hosy ;
 416 ; Adel\ Kechkar ;
 417 ; Corey\ Butler ;
 418 ; Anne\ Beghin ;
 419 ; Daniel\ Choquet ;
 420 ; Jean-Baptiste\ Sibarita ;
 421 ; Müller,\ Marcel ;
 422 ; Mönkemöller,\ Viola ;
 423 ; Hennig,\ Simon ;
 424 ; Hübner,\ Wolfgang ;
 425 ; Huser,\ Thomas ;
 426 ; K?ížek,\ Pavel ;
 427 ; Lukeš,\ Tomáš ;
 428 ; Ovesný,\ Martin ;
 429 ; Fliegel,\ Karel ;
 430 ; Hagen,\ Guy\ M ;
 431 ; Yaser\ Afshar ;
 432 ; Ivo\ F.\ Sbalzarini1 ;
 433 ; Pageon,\ Sophie\ V ;
 434 ; Nicovich,\ Philip\ R ;
 435 ; Mollazade,\ Mahdie ;
 436 ; Tabarin,\ Thibault ;
 437 ; Gaus,\ Katharina ;
 438 ; Kechkar,\ Adel ;
 439 ; Nair,\ Deepak ;
 440 ; Heilemann,\ Mike ;
 441 ; Choquet,\ Daniel ;
 442 ; Sibarita,\ Jean-Baptiste ;
 443 ; Chao,\ Jerry ;
 444 ; Ward,\ E\ Sally ;
 445 ; Ober,\ Raimund\ J ;
 446 ; Mazouchi,\ A ;
 447 ; Milstein,\ J\ N ;
 448 ; Bolte,\ S ;
 449 ; Cordelières,\ F\ P ;
 450 ; de\ Moraes,\ Luciana\ Vieira ;
 451 ; Tadokoro,\ Carlos\ Eduardo ;
 452 ; Gómez-Conde,\ Iván ;
 453 ; Olivieri,\ David\ N ;
 454 ; Penha-Gonçalves,\ Carlos ;
 455 ; Danielson,\ Eric ;
 456 ; Lee,\ Sang\ H ;
 457 ; Tang,\ Yunqing ;
 458 ; Hendriks,\ Johnny ;
 459 ; Gensch,\ Thomas ;
 460 ; Dai,\ Luru ;
 461 ; Li,\ Junbai ;
 479 ; Olaf\ Ronneberger ;
 480 ; Kun\ Liu ;
 481 ; Meta\ Rath ;
 482 ; Dominik\ Rue? ;
 483 ; Thomas\ Mueller ;
 484 ; Henrik\ Skibbe ;
 485 ; Benjamin\ Drayer ;
 486 ; Thorsten\ Schmidt ;
 487 ; Alida\ Filippi ;
 488 ; Roland\ Nitschke ;
 489 ; Thomas\ Brox ;
 490 ; Hans\ Burkhardt ;
 491 ; Wolfgang\ Driever ;
 492 ; Culley,\ Siân ;
 493 ; Towers,\ Greg\ J ;
 494 ; Selwood,\ David\ L ;
 495 ; Henriques,\ Ricardo ;
 496 ; Grove,\ Joe ;
 497 ; Olsson,\ Tjelvar\ S.\ G. ;
 498 ; Hartley,\ Matthew ;
id_type ; Name
 100 ; Book 
 101 ; Book\ Chapter 
 102 ; Journal\ Article 
 103 ; Conference\ Paper 
 104 ; Conference\ Proceedings 
 105 ; Newspaper\ Article 
 106 ; Magazine\ Article 
 107 ; Web\ Article 
 108 ; Thesis 
 109 ; Report 
 110 ; Film 
 111 ; Broadcast 
 112 ; Artwork 
 113 ; Software 
 114 ; Audiovisual 
 115 ; Hearing 
 116 ; Case 
 117 ; Bill 
 118 ; Statute 
 119 ; Patent 
 120 ; Personal 
 121 ; Manuscript 
 122 ; Map 
 123 ; Chart 
 124 ; Unpublished 
 125 ; Database 
 126 ; Government\ Report 
 127 ; Classical 
 128 ; Legal\ Ruling 
 129 ; Miscellaneous 
 130 ; Miscellaneous\ Section 
 131 ; Journal 
 132 ; Website 
 133 ; Web\ service 
 134 ; Web\ project\ page 
 135 ; Presentation 
id_entity ; id_user_skill ; id_curator ; id_paper ; Title ; Body ; Authors ; Training\ material ; LocationPath ; ImagePath
 3 ; 3 ; 2 ;NULL; DIPimage ; DIPimage\ is\ a\ MATLAB\ toolbox\ for\ scientific\ image\ processing\ and\ analysis\ build\ on\ the\ DIPlib\ image\ library.\ It\ is\ a\ tool\ for\ teaching\ and\ research\ in\ image\ processing.\ Most\ operations\ are\ independent\ of\ dimensionality,\ and\ are\ defined\ for\ any\ data\ type\ that\ MATLAB\ can\ store.\ Many\ functions\ are\ available\ through\ a\ GUI,\ which\ makes\ them\ more\ accessible\ to\ novices.\ The\ interactive\ image\ display\ windows,\ to\ which\ images\ can\ be\ automatically\ displayed\ after\ each\ operation,\ provide\ great\ insight\ into\ the\ image\ data.<br\ />DIPlib\ is\ a\ platform\ independent\ scientific\ image\ processing\ library\ written\ in\ C.\ It\ consists\ of\ a\ large\ number\ of\ functions\ for\ processing\ and\ analysing\ multi-dimensional\ image\ data.\ The\ library\ provides\ functions\ for\ performing\ transforms,\ filter\ operations,\ object\ generation,\ local\ structure\ analysis,\ object\ measurements\ and\ statistical\ analysis\ of\ images.\ Key\ design\ features\ include\ ample\ support\ for\ different\ data\ types\ (binary,\ integer,\ floating\ point,\ complex)\ and\ dimensionalities. ;NULL;NULL;NULL;NULL
 1513 ;NULL; 0 ;NULL; Difference\ of\ Gaussians ;NULL;NULL;NULL; http://tech.knime.org/community/image-processing ;NULL
 1544 ;NULL; 0 ;NULL; Xuggler\ Slider ;NULL;NULL;NULL; http://icy.bioimageanalysis.org/plugin/Xuggler\ Slider ;NULL
 1604 ;NULL; 0 ;NULL; Volocity\ Acquisition ;NULL;NULL;NULL; http://www.perkinelmer.com/pages/020/cellularimaging/products/volocityacquisition.xhtml ;NULL
 1775 ;NULL; 0 ;NULL; PhagoTracker ;NULL;NULL;NULL; http://www.weizmann.ac.il/vet/IC/software/wis-phagotracker ;NULL
 1779 ;NULL; 0 ;NULL; DensitoQuant ;NULL;NULL;NULL; http://www.3dhistech.com/DensitoQuant_module ;NULL
 1780 ;NULL; 0 ;NULL; NuclearQuant ;NULL;NULL;NULL; http://www.3dhistech.com/nuclearquant_module ;NULL
 1790 ;NULL; 0 ;NULL; Panoramic\ Viewer ;NULL;NULL;NULL; http://www.3dhistech.com/pannoramic_viewer ;NULL
 1791 ;NULL; 0 ;NULL; NeuroMath ;NULL;NULL;NULL; http://www.weizmann.ac.il/vet/IC/software/wis-neuromath ;NULL
 1800 ;NULL; 0 ;NULL; HistoQuant ;NULL;NULL;NULL; http://www.3dhistech.com/HistoQuant_module ;NULL
 1802 ;NULL; 0 ;NULL; MembraneQuant ;NULL;NULL;NULL; http://www.3dhistech.com/membranequant_module ;NULL
 1916 ;NULL; 0 ;NULL; Volocity\ Restoration ;NULL;NULL;NULL; http://www.perkinelmer.com/pages/020/cellularimaging/products/volocityrestoration.xhtml ;NULL
 2110 ;NULL; 4 ;NULL; Introduction\ to\ DIPimage ; The\ goal\ of\ this\ laboratory\ work\ is\ to\ get\ hands-on\ experience\ with\ image\ processing.\ To\ do\ so,\ you\ will\ have\ to\ learn\ the\ image-processing\ environment:\ MATLAB\ and\ the\ DIPimage\ toolbox\ for\ multi-dimensional\ image\ processing.\ To\ facilitate\ a\ quick\ start,\ there\ will\ not\ be\ an\ in-depth\ explanation\ of\ all\ the\ features\ in\ the\ software.\ We\ will\ briefly\ present\ the\ things\ you\ need\ at\ this\ moment.\ We\ have\ marked\ the\ sections\ that\ explain\ something\ about\ the\ environment\ with\ the?symbol,\ so\ that\ they\ stand\ out.\ Let\ us\ start\ with\ a\ short\ introduction\ to\ the\ MATLAB\ environment. ;NULL;NULL; ftp://qiftp.tudelft.nl/DIPimage/docs/Introduction_to_DIPimage.pdf ;NULL
 2112 ;NULL; 4 ;NULL; Image\ Analysis ; The\ goal\ of\ this\ laboratory\ course\ is\ to\ get\ hands-on\ experience\ with\ image\ processing.\ To\ do\ so,\ you\ will\ have\ to\ learn\ the\ image-processing\ environment:\ MATLAB\ and\ the\ DIPimage\ toolbox\ for\ scientific\ image\ processing.\ To\ facilitate\ a\ quick\ start,\ there\ will\ not\ be\ an\ in-depth\ explanation\ of\ all\ the\ features\ in\ the\ software.\ We\ will\ briefly\ present\ the\ things\ you\ need\ at\ this\ moment.\ We\ have\ marked\ the\ sections\ that\ explain\ something\ about\ the\ environment\ with\ the\ ?\ symbol,\ so\ that\ they\ stand\ out.
First\ we\ want\ to\ stress\ one\ point:\ Try\ to\ understand\ what\ is\ happening,\ and\ do\ not\ be\ satisfied\ with\ just\ any\ answer\ you\ obtain!\ It\ is\ by\ far\ better\ that\ you\ seriously\ wor\ on\ half\ of\ the\ exercises\ and\ learn\ some\ image\ processing,\ than\ that\ you\ go\ through\ all\ of\ them,\ but\ understand\ nothing.\ This\ is\ a\ waste\ of\ your\ time. ;NULL;NULL; http://www.cb.uu.se/%7Ecris/Documents/ipcourse.pdf ;NULL
 2103 ;NULL; 79 ;NULL; Image\ Analysis\ for\ Biology ; Thourough\ introduction\ to\ image\ analysis\ using\ matlab
Caltech,\ MBL\ Physiology\ Course\ 2008 ;NULL;NULL; http://www.rpgroup.caltech.edu/courses/PBoC%20ASTAR/files_2011/Matlab/Image%20Analysis%20with%20Matlab.pdf ;NULL
 767 ;NULL; 16 ;NULL; Java ; TEST ;NULL;NULL; http://www.oracle.com/technetwork/java/index.html ;NULL
 2113 ;NULL; 0 ;NULL; C++ ;NULL;NULL;NULL; http://www.stroustrup.com/C++.html ;NULL
 2114 ;NULL; 0 ;NULL; ImageJ\ Macro\ Language ;NULL;NULL;NULL; http://imagej.net/developer/macro/macros.html ;NULL
 2122 ;NULL; 0 ;NULL; Jython ; Jython\ is\ an\ implementation\ of\ the\ Python\ programming\ language\ written\ in\ Java.
Jython\ is\ supported\ by\ the
FIJI\ scripting\ editor\ and\ can\ thus\ be\ used\ to\ write\ ImageJ\ Macros\ (see\ http://fiji.sc/wiki/index.php/Jython_Scripting). ;NULL;NULL; http://www.jython.org/ ;NULL
 2108 ;NULL; 0 ;NULL; R ;NULL;NULL;NULL; http://cran.r-project.org/ ;NULL
 623 ;NULL; 16 ;NULL; Python ; The\ Python\ programming\ language ;NULL;NULL; http://www.python.org/ ;NULL
 1447 ;NULL; 0 ;NULL; Annotation ;NULL;NULL;NULL; http://icy.bioimageanalysis.org/plugin/Annotation ;NULL
 1453 ;NULL; 0 ;NULL; ApplyThreshold ;NULL;NULL;NULL; http://www.cellprofiler.org/CPmanual/ApplyThreshold.html ;NULL
 1477 ;NULL; 0 ;NULL; Adaptive\ Thresholding ;NULL;NULL;NULL; http://www.bioconductor.org/packages/release/bioc/manuals/EBImage/man/EBImage.pdf ;NULL
 1577 ;NULL; 0 ;NULL; Auto\ Threshold ;NULL;NULL;NULL; http://fiji.sc/Auto_Threshold ;NULL
 1588 ;NULL; 0 ;NULL; Active\ Cells\ SDK ;NULL;NULL;NULL; http://icy.bioimageanalysis.org/plugin/Active_Cells_SDK ;NULL
 1611 ;NULL; 0 ;NULL; Align\ RGB\ planes ;NULL;NULL;NULL; http://fiji.sc/Align_RGB_planes ;NULL
 1613 ;NULL; 0 ;NULL; Anisotropic\ Diffusion\ 2D ;NULL;NULL;NULL; http://fiji.sc/Anisotropic_Diffusion_2D ;NULL
 1623 ;NULL; 0 ;NULL; Average\ Filter ;NULL;NULL;NULL; http://tech.knime.org/community/image-processing ;NULL
 1628 ;NULL; 0 ;NULL; Auto\ Crop ;NULL;NULL;NULL; http://tech.knime.org/community/image-processing ;NULL
